Review ID,text,Body,sentiment,Product id
622,if you have a under mounted sink this will not sit on the sink.,It had a flat bottom so will not sit on sinks that are under mounted. I sat mine down in my sink and still love it. I can declutter my sink top and not have it all out for people to see.,4,B0CJ4WZXQF
623,Looks like the picture,Just received the item  Looks great.,4,B0CJ4V4HQ8
624,It does what it's supposed to,It sits on the back of my sink. It holds brushes and sponges. Fits perfectly back there. It has never dropped a sponge or brush to my knowledge.,4,B0CJ4WZXQF
625,Works,Looks nice wish the basket that holds the brushes was taller - it’s on the shorter side,4,B0CJ4WZXQF
626,Good product,Good product,4,B0CJ4WZXQF
627,Exactly what was needed,"Thankfully we have space behind the sink where it can sit - similar to the product pictures. Wish the plate was a little bigger, as it has to literally sit at the edge of the sink to drain. But it moves easily, and I can't just throw sponges and items in there without first positioning it better.",4,B0CJ4WZXQF
628,Sink caddy,It's attractive and sturdy but a little large for my sink.  Will keep and use elsewhere.,4,B0D8J4MJWM
629,Sink,I have a smaller sink so this one works fine as it sits on the counter and allows water to drain into the sink,4,B0CJ4WZXQF
630,Exactly what we needed,"I love this tidy caddy. It was exactly what we needed. Holds hand soap, sponges, dish wands, and even a small bottle of bleach. Capacity was larger than expected but takes up minimal space on counter. Good sturdiness and easy no assembly setup.",4,B0CJ4WZXQF
631,Love this!,"I always hated the rings and watersports on the sink under the dish soap and hand soap, but I could never keep up with keeping it clean and dry. This fixes that perfectly. Water drains right off them and I can just rinse the drain board. Also fits my scrub brushes so they have a home now too. So much nicer and easier.",4,B0CJ4WZXQF
632,Nice,Doesn’t hold as much as I expected,4,B0CJ4V4HQ8
633,Great concept,Too wide to fit in my countertop. Luke the idea. Had to return.,4,B0CJ4WZXQF
634,Love that it doesn’t hold water,I wish the angled plate was anchored to the base.,4,B0CJ4V4HQ8
635,No more wet counters!,Product works great by keeping water off of my counters!,4,B0CJ4WZXQF
636,"Good quality, does the job",This matches perfectly with my Kraus faucet and sink accessories. Wish the one part that held the brushes was moveable - it is not. So you can only use one way. Nice quality,4,B0CJ4WZXQF
637,Organize Your Sink Gear,"This sink caddy organizess sponges, dish washing liquid and cleaned silverware all together.",4,B0CJ4WZXQF
638,Good storage space for my stuff,"Holds my larger bottle brush, soap-dispensing scrubber, straw brush, little filter brush, scraper, dish soap dispenser and a sponge.",4,B0CJ4V4HQ8
639,Sink caddy,Works well. I deducted one star because picture shows a stainless steel plate but when it arrived the plate is blue. I still kept it but would have preferred the stainless steel plate.,4,B0CJ4V4HQ8
640,Straw cleaners fall through,Would be perfect if the straw cleaners didnt fall through.,4,B0CJ4WZXQF
641,Good,Looks great does not leave a water mess I like this so far..,4,B0CJ4WZXQF
642,Works,Great size. Keeps everything neat and organized.,4,B0CJ4V4HQ8
643,Sink caddy with drain,Love it!,4,B0CJ4V4HQ8
644,Cleaned up my kitchen counter,I was using a small container that would continuously tip over and fill with water.  I was always having to organize the items a certain way to keep it from getting top heavy.  Now I can put everything in this caddy and not worry about it falling into the sink.,4,B0CJ4WZXQF
645,Awkward with brushes,This is great other than the brushes not fitting in anywhere. Kinda pointless unless I buy new dish brushes.,4,B0CJ4WZXQF
646,Works as expected.,"Didn't come with any instructions, even though it has removable parts, so it took me a minute to put it together. Once I figured it out, it works as expected.",4,B0CQTFBHR8
647,Sink organizers,It didn’t quite fit all the items that I have on my sink but it did reduce a lot of clutter and it looks nice.,4,B0CJ4WZXQF
648,Good so far,So far I have been happy with this.  All my sponges fit good.  Wish it had a lip to hold the angled piece over the edge of the sink,4,B0CJ4WZXQF
649,Great for kitchen sink,Love it so far.,4,B0CJ4WZXQF
650,great value,This is what I expected however I wish the bottom had some rubber so it wouldn't slide so easy.,4,B0CJ4WZXQF
651,Sink cady,Theres one piece it came with that I don't know what to do with it.  There are no directions or a picture showing where it goes.,4,B0CJ4WZXQF
652,Works!,I like it it’s practical and small,4,B0CJ4WZXQF
653,I like it.,This is great! My sink is too small for it so it falls into my sink a lot but no big deal,4,B0CJ4WZXQF
654,A little too wide for my sink,"This is a nice product and well made. I am using it anyway dispite the fact that I have to shift it out of the way about 1/2"" in order to turn on my hot water. I did not factor in faucet on position when checking measurement. I am writing this review to remind others. Otherwise this is a good product. If I were not a renter, I would simply replace my faucet handles! Lol",4,B0CJ4WZXQF
655,measurement,could not use it due to my space was not wide enough and it would slip off into the sink. Need to make sure you pay attention to the measurements,4,B0CJ4WZXQF
656,Works Well,"Bought this for over our sink. Works well for holding sponge and dish soap etc. My only critique would be, I wish there was some sort of no slip pad on the bottom to keep it from sliding when trying to pump hand soap. It doesn't stay put as well as I would hope. But other then that it's awesome.",4,B0CJ4WZXQF
657,Keeping behind the sink dry,"I needed a caddy behind the sink that would keep that area dry AND not collect water and get nasty. This did the trick. There is room for a couple dish brushes, sponges, and a square or round dish soap dispenser.The only things I would change is to have the ability to have the brush holder on either end and to have the drainage tray be a little longer so the whole rack doesn’t need to be right at the very edge of the sink in order for it to not drain on the countertop instead.",4,B0CJ4WZXQF
658,This item is light weight,"Kitchen Sink Caddy, Sponge Holder for Kitchen Sink, is great for small areas. I like that it will hold several items for you. The drop or sloping tray is great so there is no build of water and soap film. It has an adjustable piece in it for larger or smaller soap items. definitely happy with this purchase",4,B0CJ4WZXQF
659,Space saver!,It’s functional for small spaces and it’s cute!,5,B0CJ4WZXQF
660,Perfect fit,It was exactly what I wanted,5,B0CJ4WZXQF
661,Nice and Functional,It's a little bigger than I thought but works well.,5,B0CJ4WZXQF
662,Fits perfectly,Legit the best purchase I think I’ve made on amazon,5,B0CJ4WZXQF
663,Impressed,"It's attractive and functional, better than any other such device out there. It's easy to clean and adapts to various-sized bottles.",5,B0CJ4V4HQ8
664,Great product!,I LOVE this in my kitchen! I’ve been using it for months now and it does not rust! I love these design that allows the water to drain back into the sink so moisture doesn’t build up. It stores my sponges perfectly and allows them to dry. It fits nicely on my counter. It’s light weight but heavy enough that it’s not flimsy.  It doesn’t fall over easy so I’d say pretty stable. It is a very functional yet aesthetically pleasing to the eye.,5,B0CJ4WZXQF
665,Good controller of sink clutter,Have used the black one for several months. Works well. Does what I expected. No unexpected problems. Fits easily on my sink. Holds lots of stuff I needed contained. I like it!,5,B0CJ4WZXQF
666,Perfect fit,"Perfect, exactly what I was looking for",5,B0CJ4WZXQF
667,Cute Accessory!,This is really cute and doesn't look too clunky or junk up the area near the sink. The water runs right back into the sink and doesn't sit and get gross. Happy with this purchase!,5,B0CJ4WZXQF
668,Handy.Looks nice in the sink area,"Rather than sponges and handled scrubbing tools just sitting in the sink, this organizes them and discourages them from developing mildew because it drains. But I always put my hand wash tools in the microwave for a minute first to kill bacteria.",5,B0CJ4WZXQF
669,Great organizer,Great organizer!,5,B0CJ4WZXQF
670,Does the job,Great job draining the water,5,B0CJ4WZXQF
671,Cute and practical,I was tired of always having water sitting around the sink near my dish and hand soap dispensers.  This works great and is the perfect size to fit behind my sink.,5,B0D8J4MJWM
672,Keep your essentials in one space,"Fit perfectly on my sink. I have a really small space. It adjust to fit my soap dispensers, sponge and brushes. And water drains away.",5,B0D8J4MJWM
673,Perfect Caddy,I love this caddy! Keeps my sponges from smelling and everything has a place. I love that the water runs off the sloped bottom.,5,B0CJ4WZXQF
674,Sink caddy,I live in a small apartment and this fits perfectly for my sink area.,5,B0CJ4WZXQF
675,Holds the essentials and all the drips ends up in the sink.,"Love it!  Holds my sponge, bottle of soap and brushes. No water dripping on the edge of the sink. So convenient",5,B0CJ4WZXQF
676,Perfect,Love this. Took the clutter away.,5,B0CJ4WZXQF
677,Save the space,It is good,5,B0CJ4V4HQ8
678,Tidy kitchen sink,I like that the water drains back into the sink.,5,B0CJ4WZXQF
679,great sponge holder,"I got tired of suction cups not staying in place.  I ordered this sponge holder and it has been great.  It hangs over the sink and and drainage goes in the sink.  There's plenty of room for scrubber, sponge, soap holder and more. I also liked that there were colors to choose from so I could match my sink. I would recommend it.",5,B0CQTFBHR8
680,Keeps clutter off of counters,Works great,5,B0CJ4WZXQF
